,text,y_true,y_RNN,y_SVC
25156,clp retro pegleg chair comfort fabric design backrest wooden leg round shape scandinavian style dine color dark gray base natur kitchen guarante modern look everi room onli impress seat also veri pleasant mix wood high thick pad ensur sit long hour made oak ideal wait area loung event choos avail squar approxim dimens total height width depth surfac wxd cover thank support materi stabl special featur construct robust durabl even sever care instruct clean recommend cotton cloth slight dampen lukewarm water vacuum cleaner must use suitabl nozzl household deterg,13,13,13
31988,marvel magazin special wolverin,18,18,19
75011,miracl battl carddass hero as01 090 102,5,5,5
64420,suzett week,19,19,18
25898,digit camera screen bodi clean tool len pen brush dji mavic 2zen5133 generic 2featur piec set environment friend non toxicsaf lens includ multi coat surfac monocular binocular spot scope telescop dust blower effect away unwant sensor lensesdust cleaner featur natur rubberlen remov ha air inlet valv design prevent stream tubedetach super tubeclean cloth made microfib fabric elast packag follow,9,9,9
2842,race 92mm front suspens shock absorb damper car truck truckfeatur multi function high qualiti serv purpos limit excess movement sole dampen spring oscil attract design give excel experiencelightweight exquisit workmanship performanceperfect hsp redcat lrp hongnor hpi hobao buggi truggi truckit made aluminum alloy support long lifeth great reduc shake improv stabilitynam absorberlength max diamet 21mmhole hole distanc 85mmpackag weight 52g packag content,7,7,9
79184,25pc cute mochi cat squeez heal fun kid kawaii stress reliev toy 25pcs squishi decor featur 100 brand new high qualiti look may feel better even bad gone also home car cafe showcas pattern anim 4cm long color pictur materi tpr quantiti applic age abov year old note edibl plea put mouth suitabl child paint fall packag includ,11,7,7
2194,rectangular bubbl cover tubular swim pool 300x200cm oogarden solar thermal insul keep heat accumul dure day also protect water impur may fall final prevent evapor place flat surfac face must entir contour straighten edg cut necessari blue color limit photosynthesi therefor develop alga dimens 285x185cm thick 120 micron 110g 10mm diamet deliv film french manufactur,23,23,23
21838,layer kitchen cart storag organ stainless steel multifunct shelf materi 201 color silver weight approx 3650g 128 75oz packag list tier,13,13,13
70191,s4sassi men tie dye live room sofa cushion cover print pillowcas dicorla home pc materi offer two fabric option one cotton poplin polyest velvet choos choic given drop packag includ pair plea note onli filler insert back front side closur featur high qualiti invis zipper smooth durabl great addit ani bedroom offic brand detail content type yarn count shell weft densiti weight 120 gsm 75d 144 180 plenti requir allow deviat hand made inch approx 16x16 20x20 24x24 26x26,14,14,14
59213,gu10 ledplant grow light bulb hydropon veg full spectrum zjh80816881c flower featur 100 brand new qualiti distanc less 400nm mchlorophyii absorpt affect effect photoperiod avoid bolt 400 500nm blue led high chorophyii carotenoid great influenc photosynthesi color plant growth improv chloroplast activ central spin hand inhibit need 500 600nm low pigment 600 700nm red rate ha signific fruit promot germin result domin role ad acceler stimul cell expand seed materi aluminum power quantiti voltag 85v 265v base e27 e14 ug10 lumen 180 216lm lrradiat area squar meter beam angl 120 degre diamet 50mm length 68mm net weight 45g specif provid help faster better increas yield simpl heat electr supplement sunlight especi dure winter month daylight hour short day trigger decreas circl warm touch burn wattag cool system energi cost save note plea allow 2cm error due manual measur pls make sure mind befor bid may differ display understand ani problem contact open disput give negat feedback tri best thank packag includ,16,16,16
24891,5mm male stereo audio extens cabl coaxial magid descript work ani devic 35mm jack like ipad iphon ipod mp3 player laptop pc cell phone tablet home theater speaker connect mixer amplifi 65mm high qualiti materi ensur sound transfer puriti signal minim loss bring differ hear experi realli soft flexibl portabl packag includ piec,1,1,1
21229,slat frame assembl 120x190cm 2x19 without foot black 120x190 140x190 140x200 160x200 plywood per bed fix protect pvc end cap set cylindr offer optimum stabil strength 90x190 90x200 epoxi lacquer metal curv edg avail color 160x200cm beig guarante year normal use product deliv deliveri time confirm basket,13,13,13
21494,card dragon ball chromium episod,5,5,5
41872,vortex tire spare part repair pool robot swim select piscin center,23,23,23
42570,notebook notepad shadow giraff anim black white classic calcul journal diari 144cm 21cm featur excel durabl sturdi design cover pale yellow page front back high qualiti paper textur easi write thick enough,21,21,21
20979,larg aquat hang column lacquer white matt contemporari veri assert design goe hand practic real splendid shine compact ideal space limit return height allow store everyth need qualiti finish guarante mani year use damp place bathroom characterist dimens two door drawer cabinet structur mat front 146cm width 30cm depth 18mm thick acryl gloss technolog chrome metal handl open right left hardwar understand assembl instruct box provid materi mdf european product standard new factori pack,13,13,13
63846,renew seater spa balboa 204x158cm materi aristech shell 204x158x83cm list featur technic characterist seat lie place total number jet includ water massag air system compos 5hp pump filtrat 2hp blower doubl heater chromotherapi aromatherapi ozon headrest waterfal insul pipe apron waterproof ab base pvc pre filter graviti drain volum 850 liter empti weight 200kg year structur warranti tank equip,23,23,23
17467,beauti mississippi daughter wealthi senat cameron campbel ha alway led golden exist famili plantat elmwood happi shatter captain jackson logan first romanc decid break abrupt dare call spoil child given everyth love hurt convinc never abl forgiv six year later dawn civil war back forgotten affront suffer past contain turmoil reunion awaken howev doe deign pay slightest attent seem preoccupi mysteri messag come convey soon learn forc worst place destini hand man betray,25,25,25
81910,006 acid wire seri shinigami ichigo,5,7,0
56151,gardevoir 170pv rc30 rc32,5,25,5
11156,mattress 110x190 diamond alitea high resili foam 35kg thick comfort zone treat mothproof bamboo fiber tick summer side winter balanc welcom firm support made franc year guarante custom product,13,13,13
20212,luxuri infrar sauna place high end cabin peopl direct home lux seater model franc stand thank qualiti materi canadian red cedar use design exterior panel interior furnitur nobl wood plea eye extrem durabl time various teak accessori care taken light fixtur offer impecc finish veri effici rang ha 100 carbon optim arrang either side thus diffus gentl even heat entir bodi arch foot specialist manufactur mani year sure bet well market take particular product term pre assembl moreov easili free telephon assist avail event problem also meet european standard environment friend come forest compli sustain develop agreement fsc process exclud heavi metal harm environ health roh etl tuv sud respect note iso 9001 label guarante custom satisfact present equip characterist number emitt given inform purpos onli may vari depend seri doe chang capac,23,23,23
34439,ccei electr box 1hp pi10psm piccolo booster pump design control hydraul pool robot ip67 waterproof fulli protect dust water splash instal wet area expo possibl use forc oper program clock equip magneto thermal maximum rate,23,23,23
84128,pacfirst steel wifi heat pump tri three phase ideal pool 185 minimum flow rate requir allow manag set remot thank function need internet connect download poolcomfort applic start stop temperatur mode hot cold auto check oper status avail appl store googl play extend swim season much possibl pacfirt enjoy april beauti day octob type 15c 40c shell perfect resist ray corros compat salt treatment save energi compar electr principl captur calori outsid air suck fan circul toward evapor r410a refriger absorb pas gaseous state compressor increas pressur gas becom condens transmit water cycl repeat right automat defrost 10c must winter storag longer run order avoid ani damag cut power suppli open valv close inlet outlet unscrew drain plug pipe evacu final screw back block cover,23,23,23
41820,nostalg video retro portabl mini handheld game consol bit inch color lcd child player built 198 model number ya114885 screen display touch communic usb packag brand name h96 classic,3,3,3
